formula,energy
Ca2Cr2Ge4O12,-2.412516658
Cu3Fe4O12,-1.256661845526315
Cr2Ge4O12Zn2,-1.995984763749999
Cr2Ge4Mg2O12,-2.2998466227500005
Ge4O12W2Zn2,-1.7822560692500005
As8O28Sn4Zn4,-1.6881244378409097
Ca4Mn4O8,-2.634005308989999
Ba2O10Ti3Tl2,-2.7811042136764703
Bi8Mg8Mo8O40,-2.1691546601562504
O8W4Zn4,-1.2268064918749992
Fe4Mg3O24V6,-2.3868236278378383
Cr12O24Zn6,-2.170717675
BaCaO8Ti4,-3.1774827088690483
Fe2O12Ta2Zn4,-2.2793684872500006
Co12O24Zn6,-1.4119886447619046
Bi4Cu3O12Y,-1.5187686637500009
Ca2O13Ti9,-3.0999350208854164
Ba2Co3O7Y,-2.3327676399038464
Ca4O12Ta2W2,-3.01793446575
Ca2Fe4O10,-1.8607199929687503
CaCu3O12W4,-1.8278323866250008
BaCuO5SnY,-2.507672824583333
Cu3O12Sn4Y,-1.9038737387500009
Ca4Ni8O36P8,-2.1950882173596944
Ca4Mo2O10,-2.6383531757812504
Co4O40Si16Zn4,-2.77257937328125
Bi16O40Zn8,-1.525058257031251
Cu2O14Sr9Zn4,-2.506020293706897
Ge8O24W4Zn4,-1.8379246035000008
Co12Mg6O24,-1.8174968097619055
Ca2Ge4O12W2,-2.229063865500001
Ni12O48Si12,-1.441484605000001
Ni4O40Si16Zn4,-2.681055440312499
Fe4O40Si16Zn4,-2.845328759687499
F5Ta,-3.2336340734916664
O8Ti3Zn2,-2.9098682323076925
Cr4O40Si16Zn4,-2.8871927857812505
Ca3Cu6O32P8,-2.2311927157069973
Cu8Mg8O48Si16,-2.7455193777499995
Fe2Mg2O12Si4,-2.9401155417500013
As16Cu8O56Sb8,-1.3558034156818182
O32V16Zn8,-2.2591972967857146
Ba2Bi4O12Tl2,-1.559927034250001
Ca4Cu4O8,-2.08493282625
F10Mg2Ti2,-3.6896027503738105
BaCuO5Ta,-2.43010248078125
Ca4Mn2O16Ta4,-3.2131420035353835
Cu3Mo4O12Zn,-1.6219894140000009
Cu3Mn4O12Zn,-1.4694860391919988
Ca2O24P8V2,-2.815444544781746
Ni4O28Si8Zn6,-2.2455252046739123
Co2O4,-1.1238474174999995
Bi4Ho2O12Zn2,-2.15429404225
Mg4O36P8Sn8,-2.448005423431123
Mn4Nb4O18Zn4,-2.4543438495446672
Cu4F20Mg4,-2.5339429069214288
Al4O14Sb4,-1.911625972613636
Al10Cu6O21,-2.308663280439189
Co4Ho2Mg2O12,-2.228349960750001
Ca6Mo12O24,-2.3539410875000004
AlBa2Co2O7Tl,-2.106204586442307
Ba2O7TlV2,-2.2971771611458336
O24W12Zn6,-1.3565508730952378
CaNi2O14P4,-2.3345885687414976
Ni2O16P4Sr2Zn2,-2.5802061141758244
Mg6O28Si8Sn4,-2.7942128825000005
Co8Mg8O56Sb16,-1.8839911738636368
O8V4Zn2,-2.2280825764285725
Co12O24,-1.0588612558333337
Bi4Cu4O20Zn4,-1.1434920157812505
Ba2Mg2O10Sn3Tl2,-2.0487087177631578
Ni9O13Zn2,-0.9401533940104164
Al20Cu12F24O84Si24,-2.878852326119268
BaNi4O8Zn,-1.044890151071429
Co8Ge12O48Zn12,-1.7375560908750003
Ca3Co2O14Si4,-2.9188110960869564
Mn2O12Sb2Zn4,-1.8261620623460004
Ca4O12Ta2Ti2,-3.464036656416668
Mg2Mn4O8,-2.2538942509885715
Co4O8Zn2,-1.2798211042857142
Ni10O14,-0.5986970053124997
Fe2La2Mg2Ni2O12,-2.1980090902499994
O24Ti12Y4,-3.2626918490000008
O6W2,-0.9622196384375004
Mg4O10Sn4,-2.039720014583333
Cu2Se4SnZn,-0.39006194929687465
Bi4F20Mg4,-3.1718821740642857
As2Bi2Mg2O12,-1.6509398313888894
Ca2O12V8,-2.4768400913636355
Cl2O16Se4Ti6Y2,-2.6276211180298343
Cu4Mg4O28P8,-2.497558627094156
Co2Cu4O14Sr4,-1.6721297673958329
O16Sb6Zn4,-1.5988577884615391
O18Sn8Zn2,-1.8323092729464283
Ag8Mg12O48Si12,-2.3345775825000006
As4Cu4Mg4O20,-1.7131480523437492
Ca2Mn4O8,-2.2899213363457145
Mg6O24Ti12,-3.2232839557142863
O6Sn2Y2,-2.80805205475
O8Sb4,-1.5738060058333332
As8Ca6Co6O32,-2.1581300662500005
Ca4Ni4O8,-1.94638322625
As4Cr4Mg4O20,-2.2028446101562498
Co6Mg4O16,-1.625657327692307
Mg2O18Sn8,-2.058240814017857
Ca4O28P8Ti4,-2.9106058027002164
Fe6Mg4O16,-1.9452576823076917
Ca2Cr4O12Pr2,-2.8640513559999987
Ca2O8Sn4,-2.197617433928571
CaCu2Ge4O12,-1.8633231164473691
MoO6WZn2,-1.8513642377499993
As4Ca4Cr4O20,-2.4006169695312503
Mg2S10Ti4,-1.5169390285807305
Ca6Fe12O24,-2.268066473928572
Ba4F28Ti4Zn4,-3.504146455999667
Ca2O12Pr2V4,-3.0642230790000005
Ba4Cu4F28Zn4,-2.753792618583
Ag4Ba4F28Zn4,-2.578522475083
Ba4F28Sn4Zn4,-3.069634587833
Ag4BaO8Zn,-0.7130401546428564
Co8O56Sb16,-1.4121248122499992
Mg2O20P4V4,-2.6705525517857134
Mg2Ni8O12,-1.1962189384090909
Co2MgN2,-0.00250346495199949
O2V,-2.3011633975000003
Bi8O20,-1.0615830469642853
Ca2O12W4,-2.4399206927777786
Mg4Mn2O16Ta4,-3.119414501227692
Cu8O32Sb8Zn4,-1.39806069576923
Bi2Mg3O12V2,-2.2041106734210536
Ca5Co2O12Sc2,-2.8638888034523813
Ca4Co2O12Rh2,-1.9618332137500003
Cr2Cu4O14Sr4,-1.876596918229166
O12V8,-2.2959121722499987
Cu8Mg4O36P8,-2.05657023307398
Cu8O36P8Zn4,-1.8346435982525509
O28Sb12,-1.6825366476250003
Ag8O36P8Zn4,-1.642123756645408
Cr8O16,-1.9845889645833332
O12Sb2W2Zn4,-1.7710993632500007
Ba2Ca2O10Ti3Tl2,-2.7979742019736844
Ca2Fe4O8,-2.300481199642857
Ca8Cr8O48Si16,-3.0625922153749983
Ge12Mg12Ni8O48,-2.033231695375001
AlCu3Mn4O12,-1.5412922819419996
O14W10Zn2,-0.71233431298077
O40Si16W4Zn4,-2.6948303514062504
Mn4O14Y4,-2.88439941278818
Cr8O12,-2.0617061492499986
Ca2Ho2Mn4O12,-2.8013740566919987
Bi16O40,-1.1007167294642852
Mn8O12,-1.8039327116339992
Cu4Mo2O14Sr4Y2,-2.3512965318269226
Ba4Co4F28Mg4,-3.3287824595830005
Ca2Mn2O12Si4,-3.129462570596
Ca8Co8O48Si16,-2.936328079375
Ba4Cr4F28Mg4,-3.652630588083
Al4Bi4O14,-1.737786004431819
Ag8Mg4O36P8,-1.8730396453954088
Ba4F28Mg4V4,-3.7125857660830013
Bi4F20,-2.1436955764083327
Ni16O32Zn8,-0.9694277783928577
F8Fe2Zn2,-2.58538752246
Mg2O14P4W2,-2.3814257548214286
Ca2Cr6O26P6,-2.7358604527589288
Al6Ni6O18,-1.7736414924166666
Ni6O18Y6,-2.306427912416667
Cu3O12Sn4Zn,-1.5741626965000002
Ca4Co2O12Te2,-2.3813770787500004
Al6Mn6O18,-2.464967335608667
Cr6Mg4O16,-2.375922741538461
Be12Cr8O48Si12,-2.8532390296249988
Cr2O16W4,-1.9969682854545447
Ca2Mn6O26P6,-2.6203385921529287
Mg2O8Ti3,-3.3635409499999978
Al6Cr6O18,-2.5500411367500004
Ba4F28Fe4Mg4,-3.5444628030829985
O8ReW2Y,-2.190471984791666
Ba4F28Mg4Mn4,-3.5367585879290004
MoO8W2,-2.024464718181818
Ca2Ni8O18,-0.6909263034821426
As8Ca6O32Ti6,-2.5487389787500003
Mg2MoO6W,-2.4757349177499988
Al6Co6O18,-2.116146047083334
Mo4O8Zn2,-1.770206514285714
CuO8W2Y,-2.379042158333334
Fe2Mg4O12Sb2,-2.343241150250001
Al2O16Sb2W4,-2.2599130420833333
Ca2Fe2La2Mn2O12,-2.7627241810960013
O8SnW2,-2.0132639786363624
Al6Mo6O18,-2.2369530730833334
Ca2Fe2O24P6Ti2,-2.941133804755292
AlO8SbW2,-2.165126397916667
O8V4,-2.321723291666667
Ca2MnO6W,-2.7660199983460005
Ca6Cr12O24,-2.4595970491666668
Ni4O8Zn2,-0.985992828571428
Cr4Mg2O8,-2.5081165642857144
AlBa2O7W3,-1.80512741375
O18W6Y6,-2.567551588416668
O18V6Y6,-3.1971992424166653
F30Sn6Y2,-2.9796998825184207
O16Sn2W4,-2.07053651590909
Ba4Ca4F28Fe4,-3.6424525730829993
O8TeW2,-1.8143037772727268
Ba4Ca4F28Mo4,-3.6504461915830007
O4Sb2,-1.4551531925000003
Ni4O8,-0.1937577200000007
Ba4Ca4F28V4,-3.8087608653330007
Ca4Fe6O16,-2.0366810111538456
O8W4,-2.032017861666666
Ca4Ir2Mn2O12,-2.331494958846
Ge4O12Ti2,-2.5411621732407417
Ca2Mo4O8,-2.1236189617857155
Co4O8,-0.9020633841666664
Ca2Cr4O8,-2.4101257160714282
Mn2O4,-1.775627129486666
Ba6Bi6F33,-3.1470960958726666
Cr2O4,-1.8743195591666677
Ca4Cu2O12W2,-2.486823624750001
Cr2O12W2,-1.6463595815624992
Ag2Ca4O12Ta2,-2.7009859267500005
O10Sb4,-1.6788598908928571
Ca4Mn2O12W2,-2.7867976213459995
Ca2Cu4Ge8O24,-1.853343219605264
Ca4O12Sn2W2,-2.5860305207500005
Fe4Ni4O36P8Zn4,-2.0780987907525508
Cr4Mg2O8,-2.4209695064285714
Ba4F28Ni4Zn4,-2.7752930703330003
Co4Ni4O36P8Zn4,-1.960830710931123
Ca4Ni2O12W2,-2.55502827625
AlCr4Cu3O12,-1.7131892587499995
Ca4Mn4Ni4O36P8,-2.478963924749693
Ca4Fe4O10,-2.480219979027777
Ca4O10V4,-2.794153469583333
Co4O8Zn,-1.177540090384616
As8Ca4O28W4,-2.153804386022728
Co10O14,-1.109200531979166
O20P4W4Zn2,-2.272418733785714
BaO8Ti4Zn,-2.9315599929761893
Ba2O7Sn2TlY,-2.3475124910576928
Ag4Bi4O20Zn4,-1.0266798620312496
CaF6Mo,-3.4024329018299997
O10V4Zn4,-1.9056175768055557
Bi4Ca2O8,-2.081477896785714
Fe2La2O12W2Zn2,-2.4092468562500007
Mn4O10Zn4,-1.669547912574444
Cu24O60Y16,-1.9158051461499992
Bi4O8Zn2,-1.5199025549999996
CrLaO6Sn,-2.3023351636111125
Ca4Cr4O10,-2.6694763462499984
Ca4Cu2O12Sb2,-2.296338785750001
Cr4O10,-1.5182542830357133
O36P8Sn8Zn4,-2.2350367339668367
Al20Bi12O54,-2.4399301204360464
O32P8Sn8Zn4,-2.2665094530219774
Cr4O10Zn4,-1.7463971945833332
O10V4,-2.245556185892858
Ca6Cu12O24,-1.4796106403571432
O8V4,-2.2711025925
O16Sn2Ta4Zn4,-2.5750053542307683
O12Pr2V4,-2.7679556475000013
Ba4F28Mg4Sn4,-3.4240050390830006
Mg4Ni4O36P8V4,-2.530724621288265
Ni13O28Sb2Si2,-0.8717364416666669
Mg2Mn2O10Si2,-2.62992702215125
Mg4Mn4Ni4O36P8,-2.345850827071122
Ca2Fe4O8,-2.1822290496428574
CaN2V2,-0.4879164364519994
Mg2Ni4O20P4,-1.8171112567857144
Cu4Mg2O8,-1.420264477857143
O28P8Sb4,-2.244339369553571
O8Sb4Zn2,-1.4570456878571425
Co4O20P4Zn2,-1.8477439237857143
Ca2Cu4O8,-1.5407639310714285
Ca2Fe6O28P8,-2.659215159253247
Ag4Bi4Ca4O20,-1.52468661140625
Cu4O8Zn2,-1.0183582635714283
Bi8Ca8Ni8O40,-1.4710896384374994
Bi4Mg2O8,-1.8897282649999991
Bi4Ho2O12,-2.0317505363888895
Cu3O12Sb4Zn,-1.4013785165
Mn6O16Zn4,-1.8259871467600004
CrLaO6Ta,-3.0371186352777797
O28P8W4,-2.3357005225535716
Ca4Ni4O28P8,-2.6622942061850647
Fe8O16Zn4,-1.5641866778571443
CrLaO6Re,-2.6231456627777785
Ca2Co4O12Pr2,-2.3141345720000017
Ca4Fe4Ge8O24,-2.3771794015000003
O24W12,-1.6915511147222224
O8W4,-1.9208419841666664
Ba2Cr8O14,-2.0028808640624987
Ge8O24Sn4,-2.0609486686111107
O7Sr2Ti2TlY,-3.0351452159294867
Mn4O8Zn2,-1.9724120588457137
Ca2O8Sb4,-1.9617489789285711
Co6O16Zn4,-1.2330485984615387
Mo8O16Zn4,-1.6832885132142852
Ag4O8Zn2,-0.6273630614285705
Fe4O24W6Zn3,-1.9289960860810809
Ca4O16W8,-1.9817928353571423
O18Sb8,-1.5855078781730776
Ca4O32P8V8,-2.801960099368132
Ca8Fe8O48Si12,-2.743213180263158
Co6Mg2O28P8,-2.409187423685065
Ca2Cr3O8,-2.529357030384616
Co2O6Y2,-2.526704096750001
Ca3Fe2O12W2,-2.571263351973685
Ca6Ni12O24,-1.3511929220238097
Al2Fe4O8,-1.9780663221428567
N2Ni2,0.8355892863100003
Mg4O12V4,-2.6893462392500007
O36P8Sb8Zn4,-2.2584833998596943
Mg2O12W8,-1.0930506820454544
Ba2Ca3Mn4O12Tl2,-2.2677307339713035
Ca4O10Sb4,-2.3487735045833342
Mo4O10,-1.8712514044642856
Mo4O14Sr4Y2,-2.5350788682291667
AlCoO8W2,-2.185202553333333
CrO2,-1.8332502308333336
Cu4O14Sr4W2,-1.8201046298958337
Mg2O6TiW,-2.8634840264166668
Ca4Fe2Nb4O16,-2.98933023576923
Al2Cu4Ni2O14Sr4,-2.0104462241346144
Ba2O8Sn3Y,-2.4991776917857145
Ca4O10Ti4,-3.290337909398149
Ca4Ni2O12Sb2,-2.2536235467500005
Mg2Mn6O28P8,-2.6390223479068826
Ag2Al2O16W4,-2.1158672162500003
Ba2Mg3Mn4O12Tl2,-2.0840263582104352
O16V2W4,-2.155101132272728
Fe8Mg4O16,-1.7316557946428566
Ni6O16Zn4,-0.9116334684615388
Ca4Co6O16,-1.7144025415384607
Ca3Cu6O42V12,-2.0538427500793643
Ba2Fe4O12Tl2Zn3,-1.5910074282608693
O40Si16Sn4,-2.8618208796666678
Mg6O14V4,-2.7518578536458334
Al2O8V4,-2.2255576521428577
O8V4,-2.385666885833333
Ca10Co4Nb8O36,-2.9370943732758623
Mg2Mn4O8,-2.3070914917028578
Ca12Cu8Ge12O48,-2.2488457198750007
Mg2MnO6W,-2.464232974846
Al2O16Ta2W4,-2.658954048333333
Ca8O48Si16W8,-2.696770921875001
O14Sr4V4Y4,-2.970392627980769
As8Ca4Cr4O28,-2.194277457613636
O16Sb2W4,-1.956860303636364
Co2Ir2Mg4O12,-1.903818128249999
Fe4O8,-1.3115240725000004
AlO8TiW2,-2.516567235555556
Bi8Mg4O16,-1.8261390057142848
Al2Mn2O16W4,-2.35873157758
Cr6F30Y2,-2.7676854201500007
Mg4Mo2Nb4O16,-2.8017567980769233
Bi2Mg4O12P2,-2.7300355409642862
Ca6O24Sb12,-2.1925581753571426
Bi8O12,-1.47468212975
Mg2Mo4O8,-2.108221792142857
Cu8O12,-0.6641084447500006
Co24O56Zn8,-1.0266388504545434
Ag12Ca6O24,-1.1239849286904764
Ca4Cu2O10Y2,-2.7093300395833317
O40Si16Ti4,-3.1528166697777764
O16Ti8,-3.3679442334722207
Ni6O26P6Zn2,-1.8360184693839288
O40Sb4Si16,-2.8264665158333333
Fe6O16Zn4,-1.5518486692307691
Co4Mg2O8,-1.7480453807142848
Cr4O8Zn2,-2.0049800650000003
Ca2Co4O8,-1.7431862089285712
Mg2Ni4O8,-1.3238137271428576
Ge12O48Ti8Zn12,-2.199125896416668
Ge12O48Te8,-1.671607921470588
Ge12O48Sn8Zn12,-1.7855701428750002
Fe2O12W2Zn4,-1.89189075425
Fe4O12Y4,-2.9401497482500005
Ca6Mn2Ni2O12,-2.529626875087273
Bi4O24P4Zn6,-1.974673178120301
Ni6O26P6,-1.6655966046146635
Fe4O8,-1.2254372866666674
Cr9Mg2O13,-2.160397951927083
Ca2Ni4O36P8V4,-2.4533914636507945
Ca2Fe8O18,-1.5965893663392856
Ca2Cu2O12Si4,-2.8147704090000003
Ca2Ni4O8,-1.4341555267857151
Mn10O14,-1.8208217498791652
O48Si16W8,-2.659394654305556
CaF6Sb,-3.206890619955
Ca2Mn10O14,-2.201669245849999
Ca4O12Sb2Ti2,-2.975914536916666
Fe2La2O12Sn2Zn2,-2.3612425792500007
Ca6O14Sb4,-2.5895940471875005
Cr8O16Zn4,-2.0919173289285715
O14V10Zn2,-2.0855416637500004
Ca2O10W4,-2.09162719609375
O12Sb2Sn2Zn4,-1.78098728875
Fe2La2O12V2Zn2,-2.5156240707499995
O12Sb2Ta2Zn4,-2.154986467249999
Co8O56Sn16Zn8,-1.5680572368181822
Ca4Fe4O8,-2.372938080000001
Cu2Fe2La2O12Zn2,-1.9449884977500005
Fe2La2O12Sb2Zn2,-2.3273881057500008
Mg6O24V12,-2.7032598369047607
Cr2La2Mn2O12Zn2,-2.4150021878460013
Bi4Ho2Mg2O12,-2.332522902749999
Ho2O12Sb4,-2.3667034252777785
CrLaO6Te,-2.3522099641666663
Cu2O12Sb2Zn4,-1.4936056112499998
Ca4Co4O8,-2.026154270625
Ba6Cr6F33,-3.285687306983777
Mn8O36P8,-2.21418744615044
Ag16Mg8O32,-1.0399737394642854
Be12O48Sb8Si12,-2.7063884986250004
Cr2La2O12Sb2Zn2,-2.3347359782499995
Ca2Mo4O8,-2.2697260925
Ca2O10Sn4,-2.293823778593749
Ca2Fe2O12W2,-2.2042790411111106
Mg4Mn4O28P8,-2.8014933119541565
Ca2O14P4Sn2,-2.774690595048702
Cr2O14P4,-2.34992877630357
Ca2O8Sn4,-2.1148629274999995
Mg2O8Sb4,-1.7144060935714285
Mg4O28V12,-2.571208235795454
O8Sn4,-1.819325595
Fe4Mg4O28P8,-2.7304470289123373
FeN,0.5449835488100003
FeLa2MgO6,-3.01583743875
Ba2Cu2O8Tl2,-1.4805007235714278
CoN,0.7905968238099996
La2MoO6Zn,-2.88939997225
Al8Fe6O24,-2.382467472368422
Cr2Fe2La2O12Zn2,-2.35203487425
Ag2Mg2O24P6Ti2,-2.5445758498941813
Ca6O14Sn4,-2.786800960104167
Bi4Mg4O20Ti4,-2.5998670628645844
Cr2O14P4,-2.4001390078035705
Ni4O8,-0.3768903058333339
Bi4O20Ta4,-2.1057888783928567
Ba4Ca2Co4Cu2F28,-3.0912430752080007
O6V2Y2,-3.1258570107500017
La2MoO6,-3.0863202586111123
Bi4Mg2O8,-2.0102184435714285
Bi4O10Zn2,-1.47244557265625
Ca2Fe2La2O12W2,-2.8294647455000015
Al2Cu6Se12,-0.09793947465624912
CaLa2Mn2O12Ti2,-3.1008629309343854
Ca2Ho2O12Sb4,-2.548223306
Ca4Co2O16Ta4,-3.0708715373076925
Bi8Mn8O40Zn8,-1.5081070110574997
Bi4O24P4Zn8,-2.1431981707142853
Bi4Ca4F20,-3.3477230708500003
Mg2O12W4,-2.281872221944446
Cu3O12V4Y,-2.2071987222500007
Ca2Cr2La2O12Ta2,-3.3054950545000024
Ba6F33V6,-3.466375115650444
Mg2Ni4O8,-1.3656501442857143
CrLaMoO6,-2.6332364075
Mg2Ni4O8,-1.360618298571428
O6Ti2Y2,-3.607255654083333
O8Ti4Y2,-3.2651362561904755
Ca2Ho2Mo4O12,-2.8522227394999997
Ca2Ni4O8,-1.377844848928572
As4Ca4O20Sn4,-2.2725551320312496
Cr2O16W4Y2,-2.55783217125
Bi4Mg2O8,-1.7830047178571422
Mo16O20Zn2,-1.2915141061842101
Co4Cu3O12Y,-1.50172861275
Cu4Ga2O14Sr4Y2,-2.501836479903847
Cr4Ga2O14Sr4Y2,-2.7806476918269234
CaO8Ti4,-3.3748040680128204
Al2Cu4Mn2O14Sr4,-2.2613062476700003
Cr6O16Zn4,-1.9555232503846145
Cu8Ge12O48Zn12,-1.57629498
Co4O12Zn4,-1.2697833432500003
Mo2O6Y2,-2.7765106257499994
Mg4Mo6O16,-2.379989095
Cu4Ge8O24Zn4,-1.7561755490000004
Fe2O6Y2,-2.9178964147499995
Co2O10P2Zn2,-2.0275325666741075
Ca3Cr6Fe4O24,-2.059309064662161
F6MgMn,-3.0297127910124995
F10Mg2Sn2,-3.0566377822785715
Ge12Mg12O48Sn8,-2.2095093876250003
Bi2O9Ta2,-2.206304125480769
O16W6Zn4,-1.764326376538462
Mg4Mn4O8,-2.5039905027400002
Ca8Mn8O48Si12,-2.8323466285221053
O48Si16Sn8,-2.7577680772222233
Bi4O18Ta4,-2.4230246254807684
Al4F30Mn6,-3.0862126570364987
Mg4O10Ti4,-2.925914984953704
Fe2O4,-1.4537150841666673
Ca6Mn4O28Si8,-3.1159980687791298
Ca2F10Sb2,-3.2847733726357142
Al4Cr13O28Sb2Si2,-2.4172096637755103
O28P8Sn6Zn2,-2.3208347459577925
Ag2Ca4O12W2,-2.3840492747500006
Mn2O12W2Zn4,-1.957721022346
Ba4Ca4O36P8V4,-3.078488805931123
Bi2Mg4O12V2,-2.54114209975
Ca2O8W4,-2.0600785103571417
Ba4Ca4Cr4F28,-3.7831831983329987
Ag4Ca2O8,-1.0997862824999995
As8Ca6O32Sn6,-2.193036044519231
Be12Ni8O48Si12,-2.471939205875
O24V12Zn6,-2.2514376954761905
O16W8Zn4,-1.3969824642857145
Al2Mo2O6,-1.9168067967499995
O8Sb3Zn2,-1.6392980757692313
O14V10,-2.2546122857291664
O7Sn2Sr2TlY,-2.3284619425961544
BiLa2MgO6,-2.9179471152499996
Fe4Mo6O24,-1.9815509111764704
O7Sr2TlV2Y,-2.6732638095192303
O8Sn4Zn,-1.8550482549999996
As8Mg4O28W4,-2.013738922840909
O13W9,-1.0146360339204559
Ag8Ge12O48Zn12,-1.40400675975
AlBa2O7Sn2Tl,-1.9498722525961545
Cr2Mg4O12Ta2,-2.9569949722500004
Fe2N2,0.7406203013100008
O8Sb4,-1.4441670533333333
Ge12Mg12O48Sb8,-2.146011197875
Ca2Ni4O8,-1.2865639246428575
Ca2Co2O14P4,-2.7487725777759744
Ag8Ca12Ge12O48,-2.1097743485
Ca3Fe2O12W2,-2.519239880394737
CaFe2La2Mn2O12,-2.4411564070747382
Mg4O12V2W2,-2.53232023425
AlBa2Cr2O7Tl,-2.2393145895192315
O4W2,0.08425503916666581
AlCoO3,-1.08930466475
AlO3V,-1.775260638750001
Al8Ni6O24,-1.9651310602631584
O36Te6Ti10Zn8,-2.3314099800277783
O12Ta2W2Zn4,-2.20406274275
Al8Cr12O48Si12,-2.86389788625
Co2O12W2Zn4,-1.79733482125
O12V2W2Zn4,-2.0372421242500005
AlBa2Ni2O7Tl,-1.7448643395192298
Ba2Mn2O7TlY,-2.5175742235130767
O12Sn2W2Zn4,-1.80758882525
Ca4Co8O16,-1.8626988885714295
Ca4Fe2Nb6Nd4O28,-3.26596349965909
Ca4Mo4O12,-2.68814814225
F8Fe2Mg2,-3.165283390793333
MgO8Sn4,-1.8663793715384616
O12Ta4Zn2,-2.9592952369444467
Fe13O28Sb2Si2,-1.7660214163333332
O16Ta4Te2,-2.384025104545454
Ba4Co4Cu2F28Mg2,-3.012008749583
Ba2Mn2O7Tl,-1.9530601488058328
FeO3Y,-2.6115591047500004
AlFeO3,-1.2740092787500004
O48Si12W12,-2.385143739305556
Fe2La2Mg2Mo2O12,-2.64156203975
Ge12Ni8O48Zn12,-1.5772283744999995
Mg2O18Ti8,-3.315452480565476
Ca4Fe4O8,-2.2805441162500006
Ni12O24Zn6,-1.0374851361904749
O28P8Sn6,-2.4334031898129247
AlBa2Mn2O7Tl,-2.186802950436154
Fe2Mg4Nb4O16,-2.8951928700000003
Ni4O36P8Ti4,-2.3419341528617217
Co4Mg4O10,-1.8341717323611106
Cr4Mg4O10,-2.333316905138888
Cr4Ho2O12,-2.352007315833333
Cr2F12Zn,-2.388335085285333
O48Si12W8Zn12,-2.2583081616250005
Ag4Ba4F28Mg4,-2.9334770098329996
Cr8Ge12O48,-1.5251530869117642
Bi6Ca2O26P6,-2.4914591952589293
Mg4Mn4O10,-2.2564526053522216
Mo4O12,-2.0134391615625
Cr8O18,-1.7072963266346135
Mg8Ni16O32,-1.3748724219642858
Bi2O6Ti,-1.851985431574074
Bi4Ca2O10,-1.7953868798437496
Ca2O18Sn8,-2.1726915016964288
O10Sn4Zn2,-1.9795406351562492
BaBi4MgO8,-1.8590291571428563
Ca4O40Si16W4,-2.9721262820312493
O10Si2Ti2Zn2,-2.952222772864584
Ca4Cu8O32Sb8,-1.7034581261538462
Bi4O12Ti2,-1.858595474351852
Ba2Mg2Mn3O10Tl2,-2.116130187125264
La2O6VZn,-3.0838746832500017
Mo4O8,-2.0594172675
Fe2La2Ni2O12Zn2,-1.9159368922500009
Fe2La2O12Sb2,-2.249518285833334
Al14Cu3Se24,-0.6882457613719508
Ca2Fe2O16P4Sr2,-3.022111149752747
Ca2La2Mn4O12,-2.7876003776919998
Fe4Mg2O20P4,-2.234508822785714
Mg2O12V4,-2.444272200277778
Fe2La2Mg2O12Ta2,-3.1076789602499995
Ca2O28P8Sn6,-2.526746247662337
O24V12,-2.3214316441666654
Ga2Mn4O14Sr4Y2,-2.73770889235923
Co8O12Zn2,-1.3042496747727277
Ca2O8Sb4,-2.1955619646428564
Fe4Ga2O14Sr4,-2.146657914479167
Al4Fe12O48Si12,-2.522222729210525
Ca2Mn4O12Pr2,-2.755767988692
Ba2Fe4Mg3O12Tl2,-1.96423295847826
Ba4F28Mg4Ti4,-3.867133195249667
Ca4Ni8O16,-1.5220097110714297
Bi2O4,-1.2511686624999996
O40Si16Sn4Zn4,-2.8079163803125
Mg2Mn4S8,-1.1252955694642859
Ca4O28V12,-2.7171819801136365
Ca4Cr8Cu8O32,-1.7837978246153845
Mn13O28Sb2Si2,-1.946393004388444
Ag4As4O20Zn4,-1.2647139898437505
BiO8W2,-1.888661300454544
Ca2Ni4O10,-0.96153549421875
Ca4Cu8Mo8O32,-1.9714816201923069
Al2Mn4O14Sr4Y2,-2.9802847669746155
BaMgO8Sb4,-1.90670011
Cl2O7Sm2Ta2,-3.4568766446361527
Al2O14Sr4W4Y2,-2.5107846233653848
Ba2Mg3O12Ti4Tl2,-2.6334289618115947
Al2Cr2O16W4,-2.4322803816666667
Ca2Ni2O14P4,-2.6707071914123373
BaMgO8Ti4,-3.091622037619049
Fe8O36P8,-2.099539933695054
BiF6Zn,-2.4979058871425
Ca2Cu4O8,-1.5506007610714283
Mo8O36P8,-2.4298412165796703
CaCo2O12Si4,-2.728300462763157
O12V8Zn2,-2.1177674393181807
Cu4Mn2O14Sr4Y2,-2.4080514742084618
Ba2Co4Mg3O12Tl2,-1.7558562554347823
Al2Ga2O14Sr4V4,-2.5895594275961535
Ca2Co2O14P4,-2.756932630957792
Ga2O14Sr4W4Y2,-2.3544284014423082
Bi8Ca12Ge12O48,-2.473064670624999
Ba2Co4O12Tl2,-1.2926395722499997
Cl2O16Sb6Se4,-1.241051937889107
Ni2O24P8Zn2,-2.4124046601984124
Bi8Ge12Mg12O48,-2.1542280635
Al2Mo2O16W4,-2.35083028875
Mg2Mo4O10,-2.2197748770312504
O16Ta2W4,-2.3927999350000007
Ni2O16W4Y2,-2.2842526395833325
AlO8TeW2,-2.0745451774999992
O8VW2,-2.1226498645454552
Ca4Fe12O28,-1.7022170567045458
Fe4O10Zn4,-1.7148281506944445
Ni4O12Zn4,-0.93849035175
O28P8V4Zn4,-2.5164259875487
Mo4O10Zn4,-1.4724611490277781
Mg2Mn2O24P6Ti2,-2.8376700368919567
Ag4Mg2O8,-1.0561026407142846
